date,country,customer_id,year,month,day,times_viewed,price
2018-09-27,Hong Kong,,,,,,
2018-09-27,Iceland,,,,,,
2018-09-27,Israel,,,,,,
2018-09-27,Italy,,,,,,
2018-09-27,Japan,,,,,,
2018-09-27,Korea,,,,,,
2018-09-27,Lebanon,,,,,,
2018-09-27,Lithuania,,,,,,
2018-09-27,Malta,,,,,,
2018-09-27,Netherlands,12806.0,2018.0,9.0,27.0,1.0,15.0
2018-09-27,Nigeria,,,,,,
2018-09-27,Norway,,,,,,
2018-09-27,Poland,12576.0,2018.0,9.0,27.0,1.0,2.95
2018-09-27,Portugal,89656.0,14126.0,63.0,189.0,39.0,22.65
2018-09-27,RSA,,,,,,
2018-09-27,Saudi Arabia,,,,,,
2018-09-27,Singapore,,,,,,
2018-09-27,Spain,,,,,,
2018-09-27,Sweden,,,,,,
2018-09-27,Switzerland,274054.0,44396.0,198.0,594.0,178.0,139.88000000000002
2018-09-27,Thailand,,,,,,
2018-09-27,USA,,,,,,
2018-09-27,United Arab Emirates,,,,,,
2018-09-27,United Kingdom,22574648.0,3676796.0,16398.0,49194.0,11802.0,14005.460000000014
2018-09-27,Unspecified,,,,,,
2018-09-27,West Indies,,,,,,
2018-09-28,Australia,,,,,,
2018-09-28,Austria,115353.0,18162.0,81.0,252.0,43.0,73.70000000000002
2018-09-28,Bahrain,,,,,,
2018-09-28,Belgium,,,,,,
2018-09-28,Bermuda,,,,,,
2018-09-28,Brazil,,,,,,
2018-09-28,Canada,,,,,,
2018-09-28,Channel Islands,990352.0,137224.0,612.0,1904.0,643.0,228.1099999999999
2018-09-28,Cyprus,,,,,,
2018-09-28,Czech Republic,,,,,,
2018-09-28,Denmark,,,,,,
2018-09-28,EIRE,,,,,,
2018-09-28,European Community,,,,,,
2018-09-28,Finland,355488.0,56504.0,252.0,784.0,269.0,86.34000000000002
2018-09-28,France,,,,,,
2018-09-28,Germany,415551.0,66594.0,297.0,924.0,188.0,159.96999999999994
2018-09-28,Greece,,,,,,
2018-09-28,Hong Kong,,,,,,
2018-09-28,Iceland,,,,,,
2018-09-28,Israel,,,,,,
2018-09-28,Italy,14912.0,2018.0,9.0,28.0,0.0,413.4
2018-09-28,Japan,,,,,,
2018-09-28,Korea,,,,,,
2018-09-28,Lebanon,,,,,,
2018-09-28,Lithuania,,,,,,
2018-09-28,Malta,,,,,,
2018-09-28,Netherlands,292920.0,40360.0,180.0,560.0,199.0,20.020000000000003
2018-09-28,Nigeria,,,,,,
2018-09-28,Norway,,,,,,
2018-09-28,Poland,,,,,,
2018-09-28,Portugal,,,,,,
2018-09-28,RSA,,,,,,
2018-09-28,Saudi Arabia,,,,,,
2018-09-28,Singapore,,,,,,
2018-09-28,Spain,136587.0,22198.0,99.0,308.0,105.0,49.71000000000001
2018-09-28,Sweden,341253.0,54486.0,243.0,756.0,217.0,105.97000000000003
2018-09-28,Switzerland,,,,,,
2018-09-28,Thailand,,,,,,
2018-09-28,USA,,,,,,
2018-09-28,United Arab Emirates,,,,,,
2018-09-28,United Kingdom,18618837.0,3162206.0,14103.0,43876.0,8133.0,6509.77999999997
2018-09-28,Unspecified,,,,,,
2018-09-28,West Indies,,,,,,
2018-09-30,Australia,,,,,,
2018-09-30,Austria,,,,,,
2018-09-30,Bahrain,,,,,,
2018-09-30,Belgium,,,,,,
2018-09-30,Bermuda,,,,,,
2018-09-30,Brazil,,,,,,
2018-09-30,Canada,,,,,,
2018-09-30,Channel Islands,,,,,,
2018-09-30,Cyprus,,,,,,
2018-09-30,Czech Republic,,,,,,
2018-09-30,Denmark,,,,,,
2018-09-30,EIRE,3545420.0,484320.0,2160.0,7200.0,2558.0,652.2100000000005
2018-09-30,European Community,,,,,,
2018-09-30,Finland,,,,,,
2018-09-30,France,526998.0,84756.0,378.0,1260.0,472.0,102.92
2018-09-30,Germany,88200.0,14126.0,63.0,210.0,63.0,45.04
2018-09-30,Greece,,,,,,
2018-09-30,Hong Kong,,,,,,
2018-09-30,Iceland,,,,,,
2018-09-30,Israel,,,,,,
2018-09-30,Italy,,,,,,
2018-09-30,Japan,,,,,,
2018-09-30,Korea,,,,,,
2018-09-30,Lebanon,,,,,,
2018-09-30,Lithuania,,,,,,
2018-09-30,Malta,,,,,,
2018-09-30,Netherlands,,,,,,
2018-09-30,Nigeria,,,,,,
2018-09-30,Norway,,,,,,
2018-09-30,Poland,,,,,,
2018-09-30,Portugal,,,,,,
2018-09-30,RSA,,,,,,
2018-09-30,Saudi Arabia,,,,,,
2018-09-30,Singapore,,,,,,
2018-09-30,Spain,175798.0,28252.0,126.0,420.0,185.0,26.039999999999996
2018-09-30,Sweden,,,,,,
2018-09-30,Switzerland,,,,,,
2018-09-30,Thailand,,,,,,
2018-09-30,USA,,,,,,
2018-09-30,United Arab Emirates,,,,,,
2018-09-30,United Kingdom,30032708.0,4023892.0,17946.0,59820.0,9763.0,6550.33999999995
2018-09-30,Unspecified,,,,,,
2018-09-30,West Indies,,,,,,
2018-10-01,Australia,,,,,,
2018-10-01,Austria,,,,,,
2018-10-01,Bahrain,,,,,,
2018-10-01,Belgium,,,,,,
2018-10-01,Bermuda,,,,,,
2018-10-01,Brazil,,,,,,
2018-10-01,Canada,,,,,,
2018-10-01,Channel Islands,,,,,,
2018-10-01,Cyprus,,,,,,
2018-10-01,Czech Republic,,,,,,
2018-10-01,Denmark,,,,,,
2018-10-01,EIRE,193843.0,26234.0,130.0,13.0,81.0,111.70000000000002
2018-10-01,European Community,,,,,,
2018-10-01,Finland,37893.0,6054.0,30.0,3.0,5.0,5.45
2018-10-01,France,343557.0,54486.0,270.0,27.0,262.0,56.11
2018-10-01,Germany,873120.0,141260.0,700.0,70.0,702.0,166.18999999999997
2018-10-01,Greece,,,,,,
2018-10-01,Hong Kong,,,,,,
2018-10-01,Iceland,,,,,,
2018-10-01,Israel,,,,,,
2018-10-01,Italy,,,,,,
2018-10-01,Japan,,,,,,
2018-10-01,Korea,127680.0,20180.0,100.0,10.0,19.0,30.079999999999995
2018-10-01,Lebanon,,,,,,
2018-10-01,Lithuania,,,,,,
2018-10-01,Malta,,,,,,
2018-10-01,Netherlands,,,,,,
2018-10-01,Nigeria,,,,,,
2018-10-01,Norway,,,,,,
2018-10-01,Poland,,,,,,
2018-10-01,Portugal,,,,,,
2018-10-01,RSA,,,,,,
2018-10-01,Saudi Arabia,,,,,,
2018-10-01,Singapore,,,,,,
2018-10-01,Spain,,,,,,
2018-10-01,Sweden,611814.0,98882.0,490.0,49.0,383.0,201.0799999999999
2018-10-01,Switzerland,,,,,,
2018-10-01,Thailand,,,,,,
2018-10-01,USA,,,,,,
2018-10-01,United Arab Emirates,,,,,,
2018-10-01,United Kingdom,22203892.0,3927028.0,19460.0,1946.0,12207.0,6847.389999999986
2018-10-01,Unspecified,,,,,,
2018-10-01,West Indies,,,,,,
2018-10-02,Australia,,,,,,
2018-10-02,Austria,,,,,,
2018-10-02,Bahrain,,,,,,
2018-10-02,Belgium,,,,,,
2018-10-02,Bermuda,,,,,,
2018-10-02,Brazil,,,,,,
2018-10-02,Canada,,,,,,
2018-10-02,Channel Islands,14564.0,2018.0,10.0,2.0,3.0,8.5
2018-10-02,Cyprus,,,,,,
2018-10-02,Czech Republic,,,,,,
2018-10-02,Denmark,,,,,,
2018-10-02,EIRE,430909.0,58522.0,290.0,58.0,243.0,5022.74
2018-10-02,European Community,,,,,,
2018-10-02,Finland,,,,,,
2018-10-02,France,124370.0,20180.0,100.0,20.0,83.0,60.8
2018-10-02,Germany,742527.0,119062.0,590.0,118.0,466.0,196.39999999999998
2018-10-02,Greece,,,,,,
2018-10-02,Hong Kong,,,,,,
2018-10-02,Iceland,,,,,,
2018-10-02,Israel,,,,,,
2018-10-02,Italy,,,,,,
2018-10-02,Japan,,,,,,
2018-10-02,Korea,,,,,,
2018-10-02,Lebanon,,,,,,
2018-10-02,Lithuania,,,,,,
2018-10-02,Malta,,,,,,
2018-10-02,Netherlands,,,,,,
2018-10-02,Nigeria,,,,,,
2018-10-02,Norway,,,,,,
2018-10-02,Poland,,,,,,
2018-10-02,Portugal,49700.0,8072.0,40.0,8.0,13.0,9.4
2018-10-02,RSA,,,,,,
2018-10-02,Saudi Arabia,,,,,,
2018-10-02,Singapore,,,,,,
2018-10-02,Spain,1008723.0,119062.0,590.0,118.0,134.0,106.52000000000007
2018-10-02,Sweden,,,,,,
2018-10-02,Switzerland,,,,,,
2018-10-02,Thailand,,,,,,
2018-10-02,USA,,,,,,
2018-10-02,United Arab Emirates,,,,,,
2018-10-02,United Kingdom,36363359.0,5266980.0,26100.0,5220.0,17363.0,62415.039999999
2018-10-02,Unspecified,,,,,,
2018-10-02,West Indies,,,,,,
2018-10-03,Australia,,,,,,
2018-10-03,Austria,,,,,,
2018-10-03,Bahrain,,,,,,
2018-10-03,Belgium,65110.0,10090.0,50.0,15.0,35.0,25.299999999999997
2018-10-03,Bermuda,,,,,,
2018-10-03,Brazil,,,,,,
2018-10-03,Canada,,,,,,
2018-10-03,Channel Islands,,,,,,
2018-10-03,Cyprus,,,,,,
2018-10-03,Czech Republic,,,,,,
2018-10-03,Denmark,,,,,,
2018-10-03,EIRE,553594.0,78702.0,390.0,117.0,314.0,223.35000000000002
2018-10-03,European Community,,,,,,
2018-10-03,Finland,,,,,,
2018-10-03,France,,,,,,
2018-10-03,Germany,1165456.0,185656.0,920.0,276.0,724.0,307.36999999999983
2018-10-03,Greece,,,,,,
2018-10-03,Hong Kong,,,,,,
2018-10-03,Iceland,,,,,,
2018-10-03,Israel,,,,,,
2018-10-03,Italy,,,,,,
2018-10-03,Japan,,,,,,
2018-10-03,Korea,,,,,,
2018-10-03,Lebanon,,,,,,
2018-10-03,Lithuania,,,,,,
2018-10-03,Malta,,,,,,
2018-10-03,Netherlands,,,,,,
2018-10-03,Nigeria,,,,,,
2018-10-03,Norway,,,,,,
2018-10-03,Poland,,,,,,
2018-10-03,Portugal,,,,,,
2018-10-03,RSA,,,,,,
2018-10-03,Saudi Arabia,,,,,,
2018-10-03,Singapore,,,,,,
2018-10-03,Spain,,,,,,
2018-10-03,Sweden,,,,,,
2018-10-03,Switzerland,,,,,,
2018-10-03,Thailand,,,,,,
2018-10-03,USA,,,,,,
2018-10-03,United Arab Emirates,,,,,,
2018-10-03,United Kingdom,17140789.0,2352988.0,11660.0,3498.0,8900.0,3808.9599999999923
2018-10-03,Unspecified,,,,,,
2018-10-03,West Indies,,,,,,
2018-10-04,Australia,198288.0,32288.0,160.0,64.0,130.0,48.40000000000001
2018-10-04,Austria,,,,,,
2018-10-04,Bahrain,,,,,,
2018-10-04,Belgium,,,,,,
2018-10-04,Bermuda,,,,,,
2018-10-04,Brazil,,,,,,
2018-10-04,Canada,,,,,,
2018-10-04,Channel Islands,,,,,,
2018-10-04,Cyprus,,,,,,
2018-10-04,Czech Republic,,,,,,
2018-10-04,Denmark,12429.0,2018.0,10.0,4.0,3.0,0.42
2018-10-04,EIRE,,,,,,
2018-10-04,European Community,,,,,,
2018-10-04,Finland,,,,,,
2018-10-04,France,,,,,,
2018-10-04,Germany,374147.0,60540.0,300.0,120.0,169.0,101.13
2018-10-04,Greece,2377090.0,383420.0,1900.0,760.0,1387.0,651.8300000000006
2018-10-04,Hong Kong,,,,,,
2018-10-04,Iceland,,,,,,
2018-10-04,Israel,,,,,,
2018-10-04,Italy,37734.0,6054.0,30.0,12.0,7.0,7.05
2018-10-04,Japan,,,,,,
2018-10-04,Korea,,,,,,
2018-10-04,Lebanon,,,,,,
2018-10-04,Lithuania,,,,,,
2018-10-04,Malta,,,,,,
2018-10-04,Netherlands,,,,,,
2018-10-04,Nigeria,,,,,,
2018-10-04,Norway,,,,,,
2018-10-04,Poland,,,,,,
2018-10-04,Portugal,,,,,,
2018-10-04,RSA,,,,,,
2018-10-04,Saudi Arabia,,,,,,
2018-10-04,Singapore,,,,,,
2018-10-04,Spain,,,,,,
2018-10-04,Sweden,,,,,,
2018-10-04,Switzerland,,,,,,
2018-10-04,Thailand,,,,,,
2018-10-04,USA,,,,,,
2018-10-04,United Arab Emirates,,,,,,
2018-10-04,United Kingdom,41340180.0,6891470.0,34150.0,13660.0,16872.0,13757.24000000024
2018-10-04,Unspecified,,,,,,
2018-10-04,West Indies,,,,,,
2018-10-05,Australia,,,,,,
2018-10-05,Austria,,,,,,
2018-10-05,Bahrain,,,,,,
2018-10-05,Belgium,,,,,,
2018-10-05,Bermuda,,,,,,
2018-10-05,Brazil,,,,,,
2018-10-05,Canada,,,,,,
2018-10-05,Channel Islands,14564.0,2018.0,10.0,5.0,0.0,12.75
2018-10-05,Cyprus,,,,,,
2018-10-05,Czech Republic,,,,,,
2018-10-05,Denmark,,,,,,
2018-10-05,EIRE,432419.0,58522.0,290.0,145.0,183.0,178.7199999999999
2018-10-05,European Community,,,,,,
2018-10-05,Finland,,,,,,
2018-10-05,France,,,,,,
2018-10-05,Germany,549066.0,88792.0,440.0,220.0,357.0,164.14999999999998
2018-10-05,Greece,,,,,,
2018-10-05,Hong Kong,,,,,,
2018-10-05,Iceland,,,,,,
2018-10-05,Israel,,,,,,
2018-10-05,Italy,,,,,,
2018-10-05,Japan,,,,,,
2018-10-05,Korea,,,,,,
2018-10-05,Lebanon,,,,,,
2018-10-05,Lithuania,,,,,,
2018-10-05,Malta,,,,,,
2018-10-05,Netherlands,205044.0,28252.0,140.0,70.0,106.0,69.22
2018-10-05,Nigeria,,,,,,
2018-10-05,Norway,,,,,,
2018-10-05,Poland,,,,,,
2018-10-05,Portugal,179354.0,28252.0,140.0,70.0,98.0,65.6
2018-10-05,RSA,,,,,,
2018-10-05,Saudi Arabia,,,,,,
2018-10-05,Singapore,,,,,,
2018-10-05,Spain,,,,,,
2018-10-05,Sweden,348080.0,40360.0,200.0,100.0,232.0,30.42
2018-10-05,Switzerland,323908.0,52468.0,260.0,130.0,196.0,100.16
2018-10-05,Thailand,,,,,,
2018-10-05,USA,,,,,,
2018-10-05,United Arab Emirates,,,,,,
2018-10-05,United Kingdom,21634679.0,3805948.0,18860.0,9430.0,10814.0,6897.489999999975
2018-10-05,Unspecified,,,,,,
2018-10-05,West Indies,,,,,,
2018-10-07,Australia,74532.0,12108.0,60.0,42.0,48.0,12.51
2018-10-07,Austria,,,,,,
2018-10-07,Bahrain,,,,,,
2018-10-07,Belgium,,,,,,
2018-10-07,Bermuda,,,,,,
2018-10-07,Brazil,,,,,,
2018-10-07,Canada,,,,,,
2018-10-07,Channel Islands,,,,,,
2018-10-07,Cyprus,383129.0,62558.0,310.0,217.0,253.0,109.03999999999999
2018-10-07,Czech Republic,,,,,,
2018-10-07,Denmark,,,,,,
2018-10-07,EIRE,,,,,,
2018-10-07,European Community,,,,,,
2018-10-07,Finland,,,,,,
2018-10-07,France,594832.0,94846.0,470.0,329.0,424.0,122.27000000000001
2018-10-07,Germany,,,,,,
2018-10-07,Greece,,,,,,
2018-10-07,Hong Kong,,,,,,
2018-10-07,Iceland,,,,,,
2018-10-07,Israel,,,,,,
2018-10-07,Italy,,,,,,
2018-10-07,Japan,,,,,,
2018-10-07,Korea,,,,,,
2018-10-07,Lebanon,,,,,,
2018-10-07,Lithuania,,,,,,
2018-10-07,Malta,,,,,,
2018-10-07,Netherlands,,,,,,
2018-10-07,Nigeria,,,,,,
2018-10-07,Norway,,,,,,
2018-10-07,Poland,,,,,,
2018-10-07,Portugal,,,,,,
2018-10-07,RSA,,,,,,
2018-10-07,Saudi Arabia,,,,,,
2018-10-07,Singapore,,,,,,
2018-10-07,Spain,,,,,,
2018-10-07,Sweden,329576.0,52468.0,260.0,182.0,256.0,71.15999999999998
2018-10-07,Switzerland,,,,,,
2018-10-07,Thailand,,,,,,
2018-10-07,USA,,,,,,
2018-10-07,United Arab Emirates,,,,,,
2018-10-07,United Kingdom,24279309.0,3257052.0,16140.0,11298.0,7943.0,4999.609999999954
2018-10-07,Unspecified,,,,,,
2018-10-07,West Indies,,,,,,
2018-10-08,Australia,,,,,,
2018-10-08,Austria,,,,,,
2018-10-08,Bahrain,,,,,,
2018-10-08,Belgium,,,,,,
2018-10-08,Bermuda,,,,,,
2018-10-08,Brazil,,,,,,
2018-10-08,Canada,,,,,,
2018-10-08,Channel Islands,14568.0,2018.0,10.0,8.0,2.0,0.85
2018-10-08,Cyprus,,,,,,
2018-10-08,Czech Republic,,,,,,
2018-10-08,Denmark,236623.0,34306.0,170.0,136.0,147.0,72.24999999999999
2018-10-08,EIRE,820105.0,110990.0,550.0,440.0,372.0,176.32999999999987
2018-10-08,European Community,,,,,,
2018-10-08,Finland,,,,,,
2018-10-08,France,1164465.0,185656.0,920.0,736.0,851.0,212.5699999999999
2018-10-08,Germany,,,,,,
2018-10-08,Greece,,,,,,
2018-10-08,Hong Kong,,,,,,
2018-10-08,Iceland,,,,,,
2018-10-08,Israel,,,,,,
2018-10-08,Italy,,,,,,
2018-10-08,Japan,,,,,,
2018-10-08,Korea,,,,,,
2018-10-08,Lebanon,,,,,,
2018-10-08,Lithuania,,,,,,
2018-10-08,Malta,,,,,,
2018-10-08,Netherlands,,,,,,
2018-10-08,Nigeria,,,,,,
2018-10-08,Norway,,,,,,
2018-10-08,Poland,,,,,,
2018-10-08,Portugal,1007053.0,161440.0,800.0,640.0,731.0,270.5799999999998
2018-10-08,RSA,,,,,,
2018-10-08,Saudi Arabia,,,,,,
2018-10-08,Singapore,,,,,,
2018-10-08,Spain,,,,,,
2018-10-08,Sweden,,,,,,
2018-10-08,Switzerland,,,,,,
2018-10-08,Thailand,,,,,,
2018-10-08,USA,,,,,,
2018-10-08,United Arab Emirates,196119.0,22198.0,110.0,88.0,123.0,24.18
2018-10-08,United Kingdom,28281351.0,4550590.0,22550.0,18040.0,12162.0,6959.239999999947
2018-10-08,Unspecified,,,,,,
2018-10-08,West Indies,,,,,,
2018-10-09,Australia,,,,,,
2018-10-09,Austria,,,,,,
2018-10-09,Bahrain,,,,,,
2018-10-09,Belgium,,,,,,
2018-10-09,Bermuda,,,,,,
2018-10-09,Brazil,,,,,,
2018-10-09,Canada,,,,,,
2018-10-09,Channel Islands,,,,,,
2018-10-09,Cyprus,,,,,,
2018-10-09,Czech Republic,,,,,,
2018-10-09,Denmark,,,,,,
2018-10-09,EIRE,,,,,,
2018-10-09,European Community,,,,,,
2018-10-09,Finland,,,,,,
2018-10-09,France,629696.0,100900.0,500.0,450.0,359.0,248.56999999999994
2018-10-09,Germany,1009322.0,161440.0,800.0,720.0,799.0,194.24999999999991
2018-10-09,Greece,,,,,,
2018-10-09,Hong Kong,,,,,,
2018-10-09,Iceland,,,,,,
2018-10-09,Israel,,,,,,
2018-10-09,Italy,,,,,,
2018-10-09,Japan,,,,,,
2018-10-09,Korea,,,,,,
2018-10-09,Lebanon,,,,,,
2018-10-09,Lithuania,,,,,,
2018-10-09,Malta,,,,,,
2018-10-09,Netherlands,,,,,,
2018-10-09,Nigeria,,,,,,
2018-10-09,Norway,,,,,,
2018-10-09,Poland,,,,,,
2018-10-09,Portugal,,,,,,
2018-10-09,RSA,,,,,,
2018-10-09,Saudi Arabia,,,,,,
2018-10-09,Singapore,,,,,,
2018-10-09,Spain,,,,,,
2018-10-09,Sweden,252580.0,40360.0,200.0,180.0,211.0,88.83999999999997
2018-10-09,Switzerland,,,,,,
2018-10-09,Thailand,,,,,,
2018-10-09,USA,112203.0,18162.0,90.0,81.0,82.0,14.559999999999999
2018-10-09,United Arab Emirates,,,,,,
2018-10-09,United Kingdom,29392649.0,4689832.0,23240.0,20916.0,13713.0,7848.459999999961
2018-10-09,Unspecified,,,,,,
2018-10-09,West Indies,,,,,,
2018-10-10,Australia,583928.0,94846.0,470.0,470.0,431.0,92.03
2018-10-10,Austria,,,,,,
2018-10-10,Bahrain,,,,,,
2018-10-10,Belgium,284717.0,46414.0,230.0,230.0,212.0,60.10999999999999
2018-10-10,Bermuda,,,,,,
2018-10-10,Brazil,,,,,,
2018-10-10,Canada,,,,,,
2018-10-10,Channel Islands,,,,,,
2018-10-10,Cyprus,,,,,,
2018-10-10,Czech Republic,,,,,,
2018-10-10,Denmark,,,,,,
2018-10-10,EIRE,387686.0,52468.0,260.0,260.0,120.0,212.94999999999996
2018-10-10,European Community,,,,,,
2018-10-10,Finland,352296.0,56504.0,280.0,280.0,255.0,98.45
2018-10-10,France,542111.0,86774.0,430.0,430.0,431.0,129.42999999999998
2018-10-10,Germany,287812.0,46414.0,230.0,230.0,135.0,122.05000000000001
2018-10-10,Greece,,,,,,
2018-10-10,Hong Kong,,,,,,
2018-10-10,Iceland,,,,,,
2018-10-10,Israel,,,,,,
2018-10-10,Italy,,,,,,
2018-10-10,Japan,,,,,,
2018-10-10,Korea,,,,,,
2018-10-10,Lebanon,,,,,,
2018-10-10,Lithuania,,,,,,
2018-10-10,Malta,,,,,,
2018-10-10,Netherlands,1157034.0,159422.0,790.0,790.0,988.0,114.39000000000004
2018-10-10,Nigeria,,,,,,
2018-10-10,Norway,,,,,,
2018-10-10,Poland,,,,,,
2018-10-10,Portugal,,,,,,
2018-10-10,RSA,,,,,,
2018-10-10,Saudi Arabia,,,,,,
2018-10-10,Singapore,,,,,,
2018-10-10,Spain,639540.0,102918.0,510.0,510.0,510.0,135.18000000000004
2018-10-10,Sweden,,,,,,
2018-10-10,Switzerland,,,,,,
2018-10-10,Thailand,,,,,,
2018-10-10,USA,,,,,,
2018-10-10,United Arab Emirates,,,,,,
2018-10-10,United Kingdom,26352589.0,3795858.0,18810.0,18810.0,10291.0,14631.130000000077
2018-10-10,Unspecified,,,,,,
2018-10-10,West Indies,,,,,,
2018-10-11,Australia,,,,,,
2018-10-11,Austria,173236.0,28252.0,140.0,154.0,143.0,83.95
2018-10-11,Bahrain,,,,,,
2018-10-11,Belgium,,,,,,
2018-10-11,Bermuda,,,,,,
2018-10-11,Brazil,,,,,,
2018-10-11,Canada,,,,,,
2018-10-11,Channel Islands,14930.0,2018.0,10.0,11.0,0.0,4.95
2018-10-11,Cyprus,,,,,,
2018-10-11,Czech Republic,,,,,,
2018-10-11,Denmark,,,,,,
2018-10-11,EIRE,2445404.0,330952.0,1640.0,1804.0,1314.0,600.2600000000002
2018-10-11,European Community,,,,,,
2018-10-11,Finland,,,,,,
2018-10-11,France,1679167.0,268394.0,1330.0,1463.0,1038.0,320.88999999999976
2018-10-11,Germany,,,,,,
2018-10-11,Greece,,,,,,
2018-10-11,Hong Kong,,,,,,
2018-10-11,Iceland,,,,,,
2018-10-11,Israel,,,,,,
2018-10-11,Italy,,,,,,
2018-10-11,Japan,319950.0,50450.0,250.0,275.0,207.0,21.340000000000007
2018-10-11,Korea,,,,,,
2018-10-11,Lebanon,,,,,,
2018-10-11,Lithuania,,,,,,
2018-10-11,Malta,,,,,,
2018-10-11,Netherlands,58584.0,8072.0,40.0,44.0,43.0,20.8
2018-10-11,Nigeria,,,,,,
2018-10-11,Norway,,,,,,
2018-10-11,Poland,,,,,,
2018-10-11,Portugal,,,,,,
2018-10-11,RSA,,,,,,
2018-10-11,Saudi Arabia,,,,,,
2018-10-11,Singapore,,,,,,
2018-10-11,Spain,99632.0,16144.0,80.0,88.0,119.0,25.34
2018-10-11,Sweden,,,,,,
2018-10-11,Switzerland,,,,,,
2018-10-11,Thailand,,,,,,
2018-10-11,USA,,,,,,
2018-10-11,United Arab Emirates,,,,,,
2018-10-11,United Kingdom,26849987.0,3489122.0,17290.0,19019.0,11660.0,6145.029999999997
2018-10-11,Unspecified,,,,,,
2018-10-11,West Indies,,,,,,
2018-10-12,Australia,198640.0,32288.0,160.0,192.0,186.0,20.310000000000002
2018-10-12,Austria,,,,,,
2018-10-12,Bahrain,,,,,,
2018-10-12,Belgium,186255.0,30270.0,150.0,180.0,71.0,124.4
2018-10-12,Bermuda,,,,,,
2018-10-12,Brazil,,,,,,
2018-10-12,Canada,,,,,,
2018-10-12,Channel Islands,,,,,,
2018-10-12,Cyprus,,,,,,
2018-10-12,Czech Republic,,,,,,
2018-10-12,Denmark,,,,,,
2018-10-12,EIRE,,,,,,
2018-10-12,European Community,,,,,,
2018-10-12,Finland,,,,,,
2018-10-12,France,337577.0,54486.0,270.0,324.0,214.0,99.91
2018-10-12,Germany,317779.0,50450.0,250.0,300.0,199.0,139.89
2018-10-12,Greece,,,,,,
2018-10-12,Hong Kong,,,,,,
2018-10-12,Iceland,,,,,,
2018-10-12,Israel,,,,,,
2018-10-12,Italy,,,,,,
2018-10-12,Japan,,,,,,
2018-10-12,Korea,,,,,,
2018-10-12,Lebanon,,,,,,
2018-10-12,Lithuania,,,,,,
2018-10-12,Malta,,,,,,
2018-10-12,Netherlands,14646.0,2018.0,10.0,12.0,20.0,1.65
2018-10-12,Nigeria,,,,,,
2018-10-12,Norway,,,,,,
2018-10-12,Poland,,,,,,
2018-10-12,Portugal,,,,,,
2018-10-12,RSA,,,,,,
2018-10-12,Saudi Arabia,,,,,,
2018-10-12,Singapore,,,,,,
2018-10-12,Spain,248900.0,40360.0,200.0,240.0,144.0,55.34000000000001
2018-10-12,Sweden,,,,,,
2018-10-12,Switzerland,806585.0,131170.0,650.0,780.0,749.0,175.58
2018-10-12,Thailand,,,,,,
2018-10-12,USA,,,,,,
2018-10-12,United Arab Emirates,,,,,,
2018-10-12,United Kingdom,24484366.0,4332646.0,21470.0,25764.0,11767.0,28363.94999999998
2018-10-12,Unspecified,,,,,,
2018-10-12,West Indies,,,,,,
2018-10-14,Australia,,,,,,
2018-10-14,Austria,,,,,,
2018-10-14,Bahrain,,,,,,
2018-10-14,Belgium,,,,,,
2018-10-14,Bermuda,,,,,,
2018-10-14,Brazil,,,,,,
2018-10-14,Canada,,,,,,
2018-10-14,Channel Islands,,,,,,
2018-10-14,Cyprus,,,,,,
2018-10-14,Czech Republic,,,,,,
2018-10-14,Denmark,,,,,,
2018-10-14,EIRE,0.0,127134.0,630.0,882.0,518.0,300.9999999999998
2018-10-14,European Community,,,,,,
2018-10-14,Finland,,,,,,
2018-10-14,France,,,,,,
2018-10-14,Germany,,,,,,
2018-10-14,Greece,,,,,,
2018-10-14,Hong Kong,,,,,,
2018-10-14,Iceland,,,,,,
2018-10-14,Israel,,,,,,
2018-10-14,Italy,,,,,,
2018-10-14,Japan,,,,,,
2018-10-14,Korea,,,,,,
2018-10-14,Lebanon,,,,,,
2018-10-14,Lithuania,,,,,,
2018-10-14,Malta,,,,,,
2018-10-14,Netherlands,,,,,,
2018-10-14,Nigeria,,,,,,
2018-10-14,Norway,,,,,,
2018-10-14,Poland,,,,,,
2018-10-14,Portugal,,,,,,
2018-10-14,RSA,,,,,,
2018-10-14,Saudi Arabia,,,,,,
2018-10-14,Singapore,,,,,,
2018-10-14,Spain,,,,,,
2018-10-14,Sweden,,,,,,
2018-10-14,Switzerland,,,,,,
2018-10-14,Thailand,,,,,,
2018-10-14,USA,,,,,,
2018-10-14,United Arab Emirates,,,,,,
2018-10-14,United Kingdom,41588137.0,5412276.0,26820.0,37548.0,12395.0,7332.469999999929
2018-10-14,Unspecified,,,,,,
2018-10-14,West Indies,,,,,,
2018-10-15,Australia,,,,,,
2018-10-15,Austria,,,,,,
2018-10-15,Bahrain,,,,,,
2018-10-15,Belgium,,,,,,
2018-10-15,Bermuda,,,,,,
2018-10-15,Brazil,,,,,,
2018-10-15,Canada,,,,,,
2018-10-15,Channel Islands,58264.0,8072.0,40.0,60.0,27.0,6.6
2018-10-15,Cyprus,,,,,,
2018-10-15,Czech Republic,,,,,,
2018-10-15,Denmark,,,,,,
2018-10-15,EIRE,1121533.0,157404.0,780.0,1170.0,531.0,418.5499999999998
2018-10-15,European Community,,,,,,
2018-10-15,Finland,,,,,,
2018-10-15,France,,,,,,
2018-10-15,Germany,659169.0,104936.0,520.0,780.0,437.0,175.46000000000004
